unsupervised_model,supervised_model,gene_set,normalization,task,group,label_type,num_genes,num_features,num_samples,num_classes,score,score_units
no embedding,logistic regression,OT,z-score,GSE66207 disease type,train,multiclass,1530,1530,20,3,0.5666666666666667,class accuracy
no embedding,logistic regression,OT,z-score,GSE50244 diabetic,validate,multiclass,1530,1530,76,3,0.605,class accuracy
no embedding,logistic regression,OT,z-score,GSE47944 lesional,validate,multiclass,1530,1530,63,3,0.9538461538461538,class accuracy
no embedding,logistic regression,OT,z-ternary,GSE72819 remission,validate,binary,1530,1530,69,2,0.4333333333333334,AUC
no embedding,logistic regression,OT,z-ternary,STAD stage,train,binary,1530,1530,416,2,0.5722554062275316,AUC
no embedding,logistic regression,OT,z-ternary,KIRC grade,train,binary,1530,1530,544,2,0.5472924371787303,AUC
no embedding,logistic regression,OT,z-ternary,LUSC stage,validate,binary,1530,1530,504,2,0.5594461784713886,AUC
no embedding,logistic regression,OT,z-ternary,PAAD grade,train,binary,1530,1530,179,2,0.6473789173789173,AUC
no embedding,logistic regression,OT,z-ternary,BRCA stage,test,binary,1530,1530,1134,2,0.6502168557918658,AUC
no embedding,logistic regression,OT,z-ternary,SKCM stage,train,binary,1530,1530,249,2,0.5847870684776457,AUC
no embedding,logistic regression,OT,z-ternary,LIHC stage,train,binary,1530,1530,374,2,0.6430799755799756,AUC
no embedding,logistic regression,OT,z-ternary,THCA stage,train,binary,1530,1530,513,2,0.6339175507264344,AUC
no embedding,logistic regression,OT,z-ternary,LUAD stage,train,binary,1530,1530,542,2,0.6352733975044162,AUC
no embedding,logistic regression,OT,z-ternary,CESC grade,train,binary,1530,1530,306,2,0.6740717834539345,AUC
no embedding,logistic regression,OT,z-ternary,LIHC grade,train,binary,1530,1530,374,2,0.6720466666666667,AUC
no embedding,logistic regression,OT,z-ternary,COAD stage,train,binary,1530,1530,505,2,0.6798888101471814,AUC
no embedding,logistic regression,OT,z-ternary,UCEC stage,train,binary,1530,1530,554,2,0.6575494302877875,AUC
no embedding,logistic regression,OT,z-ternary,HNSC grade,test,binary,1530,1530,504,2,0.6762657632222849,AUC
no embedding,logistic regression,OT,z-ternary,STAD grade,train,binary,1530,1530,416,2,0.7204993997599038,AUC
no embedding,logistic regression,OT,z-ternary,GSE65832 lesional,train,binary,1530,1530,40,2,0.775,AUC
no embedding,logistic regression,OT,z-ternary,LGG grade,train,binary,1530,1530,532,2,0.7319034564317584,AUC
no embedding,logistic regression,OT,z-ternary,KIRC stage,train,binary,1530,1530,544,2,0.7448572876547779,AUC
no embedding,logistic regression,OT,z-ternary,UCEC grade,train,binary,1530,1530,554,2,0.8926640886287626,AUC
no embedding,logistic regression,OT,z-ternary,GSE67785 lesional,test,binary,1530,1530,28,2,1.0,AUC
no embedding,logistic regression,OT,z-ternary,GSE66207 disease type,train,multiclass,1530,1530,20,3,0.5333333333333333,class accuracy
no embedding,logistic regression,OT,z-ternary,GSE50244 diabetic,validate,multiclass,1530,1530,76,3,0.5791666666666666,class accuracy
no embedding,logistic regression,OT,z-ternary,GSE47944 lesional,validate,multiclass,1530,1530,63,3,0.8895104895104897,class accuracy
no embedding,random forest,all,tpm,GSE72819 remission,validate,binary,57992,57992,69,2,0.31843434343434346,AUC
no embedding,random forest,all,tpm,STAD stage,train,binary,57992,57992,416,2,0.6046706487473038,AUC
no embedding,random forest,all,tpm,KIRC grade,train,binary,57992,57992,544,2,0.5733623463946919,AUC
no embedding,random forest,all,tpm,LUSC stage,validate,binary,57992,57992,504,2,0.6239031612645058,AUC
no embedding,random forest,all,tpm,PAAD grade,train,binary,57992,57992,179,2,0.5637891737891738,AUC
no embedding,random forest,all,tpm,BRCA stage,test,binary,57992,57992,1134,2,0.6022116853438269,AUC
no embedding,random forest,all,tpm,SKCM stage,train,binary,57992,57992,249,2,0.6566856489341634,AUC
no embedding,random forest,all,tpm,LIHC stage,train,binary,57992,57992,374,2,0.6658318070818071,AUC
no embedding,random forest,all,tpm,THCA stage,train,binary,57992,57992,513,2,0.6420309170016943,AUC
no embedding,random forest,all,tpm,LUAD stage,train,binary,57992,57992,542,2,0.6256986715723227,AUC
no embedding,random forest,all,tpm,CESC grade,train,binary,57992,57992,306,2,0.6752307656626879,AUC
no embedding,random forest,all,tpm,LIHC grade,train,binary,57992,57992,374,2,0.6579533333333333,AUC
no embedding,random forest,all,tpm,COAD stage,train,binary,57992,57992,505,2,0.6724306334770369,AUC
no embedding,random forest,all,tpm,UCEC stage,train,binary,57992,57992,554,2,0.669115098010893,AUC
no embedding,random forest,all,tpm,HNSC grade,test,binary,57992,57992,504,2,0.711907114624506,AUC
no embedding,random forest,all,tpm,STAD grade,train,binary,57992,57992,416,2,0.7445546218487393,AUC
no embedding,random forest,all,tpm,GSE65832 lesional,train,binary,57992,57992,40,2,0.725,AUC
no embedding,random forest,all,tpm,LGG grade,train,binary,57992,57992,532,2,0.7536150083319895,AUC
no embedding,random forest,all,tpm,KIRC stage,train,binary,57992,57992,544,2,0.7402670624128793,AUC
no embedding,random forest,all,tpm,UCEC grade,train,binary,57992,57992,554,2,0.8798035117056855,AUC
no embedding,random forest,all,tpm,GSE67785 lesional,test,binary,57992,57992,28,2,1.0,AUC
no embedding,random forest,all,tpm,GSE66207 disease type,train,multiclass,57992,57992,20,3,0.5666666666666667,class accuracy
no embedding,random forest,all,tpm,GSE50244 diabetic,validate,multiclass,57992,57992,76,3,0.6449999999999999,class accuracy
no embedding,random forest,all,tpm,GSE47944 lesional,validate,multiclass,57992,57992,63,3,0.9692307692307692,class accuracy
no embedding,random forest,all,clr,GSE72819 remission,validate,binary,57992,57992,69,2,0.3755050505050505,AUC
no embedding,random forest,all,clr,STAD stage,train,binary,57992,57992,416,2,0.569996128532714,AUC
no embedding,random forest,all,clr,KIRC grade,train,binary,57992,57992,544,2,0.566148250344914,AUC
no embedding,random forest,all,clr,LUSC stage,validate,binary,57992,57992,504,2,0.6116758703481393,AUC
no embedding,random forest,all,clr,PAAD grade,train,binary,57992,57992,179,2,0.5418518518518518,AUC
no embedding,random forest,all,clr,BRCA stage,test,binary,57992,57992,1134,2,0.5972253215037864,AUC
no embedding,random forest,all,clr,SKCM stage,train,binary,57992,57992,249,2,0.6498750235804565,AUC
no embedding,random forest,all,clr,LIHC stage,train,binary,57992,57992,374,2,0.6569993894993895,AUC
no embedding,random forest,all,clr,THCA stage,train,binary,57992,57992,513,2,0.6152718299299245,AUC
no embedding,random forest,all,clr,LUAD stage,train,binary,57992,57992,542,2,0.6334171101634845,AUC
no embedding,random forest,all,clr,CESC grade,train,binary,57992,57992,306,2,0.6645721236110252,AUC
no embedding,random forest,all,clr,LIHC grade,train,binary,57992,57992,374,2,0.6386833333333333,AUC
no embedding,random forest,all,clr,COAD stage,train,binary,57992,57992,505,2,0.6615656148086906,AUC
no embedding,random forest,all,clr,UCEC stage,train,binary,57992,57992,554,2,0.6671494457236888,AUC
no embedding,random forest,all,clr,HNSC grade,test,binary,57992,57992,504,2,0.7019833427442124,AUC
no embedding,random forest,all,clr,STAD grade,train,binary,57992,57992,416,2,0.7079291716686675,AUC
no embedding,random forest,all,clr,GSE65832 lesional,train,binary,57992,57992,40,2,0.775,AUC
no embedding,random forest,all,clr,LGG grade,train,binary,57992,57992,532,2,0.7687456324248777,AUC
no embedding,random forest,all,clr,KIRC stage,train,binary,57992,57992,544,2,0.7501989947781078,AUC
no embedding,random forest,all,clr,UCEC grade,train,binary,57992,57992,554,2,0.8623839882943145,AUC
no embedding,random forest,all,clr,GSE67785 lesional,test,binary,57992,57992,28,2,1.0,AUC
no embedding,random forest,all,clr,GSE66207 disease type,train,multiclass,57992,57992,20,3,0.4333333333333333,class accuracy
no embedding,random forest,all,clr,GSE50244 diabetic,validate,multiclass,57992,57992,76,3,0.6058333333333332,class accuracy
no embedding,random forest,all,clr,GSE47944 lesional,validate,multiclass,57992,57992,63,3,0.9202797202797204,class accuracy
no embedding,random forest,all,z-score,GSE72819 remission,validate,binary,57992,57992,69,2,0.5318181818181817,AUC
no embedding,random forest,all,z-score,STAD stage,train,binary,57992,57992,416,2,0.574040429179802,AUC
no embedding,random forest,all,z-score,KIRC grade,train,binary,57992,57992,544,2,0.563227161996943,AUC
no embedding,random forest,all,z-score,LUSC stage,validate,binary,57992,57992,504,2,0.5892068827531013,AUC
no embedding,random forest,all,z-score,PAAD grade,train,binary,57992,57992,179,2,0.584985754985755,AUC
no embedding,random forest,all,z-score,BRCA stage,test,binary,57992,57992,1134,2,0.5972253215037864,AUC
no embedding,random forest,all,z-score,SKCM stage,train,binary,57992,57992,249,2,0.6608688219203925,AUC
no embedding,random forest,all,z-score,LIHC stage,train,binary,57992,57992,374,2,0.6289407814407815,AUC
no embedding,random forest,all,z-score,THCA stage,train,binary,57992,57992,513,2,0.6219804267101171,AUC
no embedding,random forest,all,z-score,LUAD stage,train,binary,57992,57992,542,2,0.6439762021295348,AUC
no embedding,random forest,all,z-score,CESC grade,train,binary,57992,57992,306,2,0.6275341703259324,AUC
no embedding,random forest,all,z-score,LIHC grade,train,binary,57992,57992,374,2,0.6834566666666666,AUC
no embedding,random forest,all,z-score,COAD stage,train,binary,57992,57992,505,2,0.6670605556539827,AUC
no embedding,random forest,all,z-score,UCEC stage,train,binary,57992,57992,554,2,0.6780523432831171,AUC
no embedding,random forest,all,z-score,HNSC grade,test,binary,57992,57992,504,2,0.7019833427442124,AUC
no embedding,random forest,all,z-score,STAD grade,train,binary,57992,57992,416,2,0.7221080432172869,AUC
no embedding,random forest,all,z-score,GSE65832 lesional,train,binary,57992,57992,40,2,0.7625,AUC
no embedding,random forest,all,z-score,LGG grade,train,binary,57992,57992,532,2,0.7443100575176047,AUC
no embedding,random forest,all,z-score,KIRC stage,train,binary,57992,57992,544,2,0.7356280699392972,AUC
no embedding,random forest,all,z-score,UCEC grade,train,binary,57992,57992,554,2,0.8719659280936455,AUC
no embedding,random forest,all,z-score,GSE67785 lesional,test,binary,57992,57992,28,2,1.0,AUC
no embedding,random forest,all,z-score,GSE66207 disease type,train,multiclass,57992,57992,20,3,0.5333333333333333,class accuracy
no embedding,random forest,all,z-score,GSE50244 diabetic,validate,multiclass,57992,57992,76,3,0.6441666666666667,class accuracy
no embedding,random forest,all,z-score,GSE47944 lesional,validate,multiclass,57992,57992,63,3,0.9202797202797204,class accuracy
no embedding,random forest,all,z-ternary,GSE72819 remission,validate,binary,57992,57992,69,2,0.3714646464646464,AUC
no embedding,random forest,all,z-ternary,STAD stage,train,binary,57992,57992,416,2,0.5309026049444168,AUC
no embedding,random forest,all,z-ternary,KIRC grade,train,binary,57992,57992,544,2,0.5515844379251519,AUC
no embedding,random forest,all,z-ternary,LUSC stage,validate,binary,57992,57992,504,2,0.5914229691876751,AUC
no embedding,random forest,all,z-ternary,PAAD grade,train,binary,57992,57992,179,2,0.6427350427350428,AUC
no embedding,random forest,all,z-ternary,BRCA stage,test,binary,57992,57992,1134,2,0.5962272159240838,AUC
no embedding,random forest,all,z-ternary,SKCM stage,train,binary,57992,57992,249,2,0.6225983305036784,AUC
no embedding,random forest,all,z-ternary,LIHC stage,train,binary,57992,57992,374,2,0.6537202380952379,AUC
no embedding,random forest,all,z-ternary,THCA stage,train,binary,57992,57992,513,2,0.6168530719232063,AUC
no embedding,random forest,all,z-ternary,LUAD stage,train,binary,57992,57992,542,2,0.6461111751821805,AUC
no embedding,random forest,all,z-ternary,CESC grade,train,binary,57992,57992,306,2,0.6529414569031273,AUC
no embedding,random forest,all,z-ternary,LIHC grade,train,binary,57992,57992,374,2,0.6888733333333334,AUC
no embedding,random forest,all,z-ternary,COAD stage,train,binary,57992,57992,505,2,0.6443468867497393,AUC
no embedding,random forest,all,z-ternary,UCEC stage,train,binary,57992,57992,554,2,0.6725147844779975,AUC
no embedding,random forest,all,z-ternary,HNSC grade,test,binary,57992,57992,504,2,0.6908526256352343,AUC
no embedding,random forest,all,z-ternary,STAD grade,train,binary,57992,57992,416,2,0.6988211284513804,AUC
no embedding,random forest,all,z-ternary,GSE65832 lesional,train,binary,57992,57992,40,2,0.8125,AUC
no embedding,random forest,all,z-ternary,LGG grade,train,binary,57992,57992,532,2,0.7597605224963715,AUC
no embedding,random forest,all,z-ternary,KIRC stage,train,binary,57992,57992,544,2,0.7403214507499396,AUC
no embedding,random forest,all,z-ternary,UCEC grade,train,binary,57992,57992,554,2,0.8720840301003345,AUC
no embedding,random forest,all,z-ternary,GSE67785 lesional,test,binary,57992,57992,28,2,1.0,AUC
no embedding,random forest,all,z-ternary,GSE66207 disease type,train,multiclass,57992,57992,20,3,0.4166666666666667,class accuracy
no embedding,random forest,all,z-ternary,GSE50244 diabetic,validate,multiclass,57992,57992,76,3,0.6325,class accuracy
no embedding,random forest,all,z-ternary,GSE47944 lesional,validate,multiclass,57992,57992,63,3,0.9048951048951048,class accuracy
no embedding,random forest,O,tpm,GSE72819 remission,validate,binary,17970,17970,69,2,0.4111111111111111,AUC
no embedding,random forest,O,tpm,STAD stage,train,binary,17970,17970,416,2,0.5240694651844477,AUC
no embedding,random forest,O,tpm,KIRC grade,train,binary,17970,17970,544,2,0.6196209717960719,AUC
no embedding,random forest,O,tpm,LUSC stage,validate,binary,17970,17970,504,2,0.5952084833933574,AUC
no embedding,random forest,O,tpm,PAAD grade,train,binary,17970,17970,179,2,0.6010826210826211,AUC
no embedding,random forest,O,tpm,BRCA stage,test,binary,17970,17970,1134,2,0.6098235616006822,AUC
no embedding,random forest,O,tpm,SKCM stage,train,binary,17970,17970,249,2,0.6506013016411998,AUC
no embedding,random forest,O,tpm,LIHC stage,train,binary,17970,17970,374,2,0.6734493284493285,AUC
no embedding,random forest,O,tpm,THCA stage,train,binary,17970,17970,513,2,0.6583036974065613,AUC
no embedding,random forest,O,tpm,LUAD stage,train,binary,17970,17970,542,2,0.6284210669427036,AUC
no embedding,random forest,O,tpm,CESC grade,train,binary,17970,17970,306,2,0.7033515781227451,AUC
no embedding,random forest,O,tpm,LIHC grade,train,binary,17970,17970,374,2,0.6646933333333334,AUC
no embedding,random forest,O,tpm,COAD stage,train,binary,17970,17970,505,2,0.6791529688904637,AUC
no embedding,random forest,O,tpm,UCEC stage,train,binary,17970,17970,554,2,0.6664127531700244,AUC
no embedding,random forest,O,tpm,HNSC grade,test,binary,17970,17970,504,2,0.7270750988142293,AUC
no embedding,random forest,O,tpm,STAD grade,train,binary,17970,17970,416,2,0.7501008403361344,AUC
no embedding,random forest,O,tpm,GSE65832 lesional,train,binary,17970,17970,40,2,0.8625,AUC
no embedding,random forest,O,tpm,LGG grade,train,binary,17970,17970,532,2,0.7593466107617052,AUC
no embedding,random forest,O,tpm,KIRC stage,train,binary,17970,17970,544,2,0.7567894158027245,AUC
no embedding,random forest,O,tpm,UCEC grade,train,binary,17970,17970,554,2,0.8775951086956522,AUC
no embedding,random forest,O,tpm,GSE67785 lesional,test,binary,17970,17970,28,2,1.0,AUC
no embedding,random forest,O,tpm,GSE66207 disease type,train,multiclass,17970,17970,20,3,0.5166666666666667,class accuracy
no embedding,random forest,O,tpm,GSE50244 diabetic,validate,multiclass,17970,17970,76,3,0.645,class accuracy
no embedding,random forest,O,tpm,GSE47944 lesional,validate,multiclass,17970,17970,63,3,0.9692307692307692,class accuracy
no embedding,random forest,O,clr,GSE72819 remission,validate,binary,17970,17970,69,2,0.3560606060606061,AUC
no embedding,random forest,O,clr,STAD stage,train,binary,17970,17970,416,2,0.5720590675294509,AUC
no embedding,random forest,O,clr,KIRC grade,train,binary,17970,17970,544,2,0.5739358648446637,AUC
no embedding,random forest,O,clr,LUSC stage,validate,binary,17970,17970,504,2,0.6179151660664266,AUC
no embedding,random forest,O,clr,PAAD grade,train,binary,17970,17970,179,2,0.6482905982905983,AUC
no embedding,random forest,O,clr,BRCA stage,test,binary,17970,17970,1134,2,0.6039367631144079,AUC
no embedding,random forest,O,clr,SKCM stage,train,binary,17970,17970,249,2,0.6505458875683834,AUC
no embedding,random forest,O,clr,LIHC stage,train,binary,17970,17970,374,2,0.6583165445665445,AUC
no embedding,random forest,O,clr,THCA stage,train,binary,17970,17970,513,2,0.634870342820372,AUC
