# git tag version 2.1.1 |  motus version 2.1.1 | map_tax 2.1.1 | gene database: nr2.1.1 | calc_mgc 2.1.1 -y insert.scaled_counts -l 75 | calc_motu 2.1.1 -k mOTU -C no_CAMI -g 3 | taxonomy: ref_mOTU_2.1.1 meta_mOTU_2.1.1
# call: python /home/antonycp/tools/mOTUs_v2/motus profile -q -s /home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R1.fastq.gz,/home/antonycp/Desktop/checkm_bincoverage_test/Humanclean_3831_DNAtissue_R2.fastq.gz
#mOTU	consensus_taxonomy	unnamed sample
ref_mOTU_v2_0134	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Rickettsia|s__Rickettsia sp. [C aeschlimannii/africae/amblyommii/conorii/gravesii/heilongjiangensis/honei/japonica/massiliae/montanensis/parkeri/peacockii/philipii/rhipicephali/rickettsii/sibirica/slovaca]	0.0000000000
ref_mOTU_v2_0135	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halorhabdus|s__Halorhabdus tiamatea	0.0000000000
ref_mOTU_v2_0136	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus kefiranofaciens	0.0000000000
ref_mOTU_v2_0137	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum	0.0000000000
ref_mOTU_v2_0138	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dielma|s__Dielma fastidiosa [C]	0.0000000000
ref_mOTU_v2_0139	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia polyisoprenivorans	0.0000000000
ref_mOTU_v2_0140	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus lugdunensis	0.0000000000
ref_mOTU_v2_0141	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Legionella massiliensis	0.0000000000
ref_mOTU_v2_0142	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio vulnificus	0.0000000000
ref_mOTU_v2_0143	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. [C constellatus/intermedius]	0.0000000000
ref_mOTU_v2_0144	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus parasanguinis	0.0000000000
ref_mOTU_v2_0145	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. HSISM1	0.0000000000
ref_mOTU_v2_0146	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis [C]	0.0000000000
ref_mOTU_v2_0147	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter actinomycetemcomitans	0.0000000000
ref_mOTU_v2_0148	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus anaerobius	0.0000000000
ref_mOTU_v2_0149	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia|s__Yersinia sp. [C pestis/pseudotuberculosis/similis]	0.0000000000
ref_mOTU_v2_0150	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium longum [C]	0.0000000000
ref_mOTU_v2_0151	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus sputorum	0.0000000000
ref_mOTU_v2_0152	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus polymyxa [C]	0.0000000000
ref_mOTU_v2_0153	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|s__Arcobacter butzleri	0.0000000000
ref_mOTU_v2_0154	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus plantarum	0.0000000000
ref_mOTU_v2_0155	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus mucilaginosus	0.0000000000
ref_mOTU_v2_0156	k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina sp. [C mazei/soligelidi]	0.0000000000
ref_mOTU_v2_0157	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium breve	0.0000000000
ref_mOTU_v2_0158	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodospirillum|s__Rhodospirillum rubrum	0.0000000000
ref_mOTU_v2_0159	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium japonicum	0.0000000000
ref_mOTU_v2_0160	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella sp. [C quasipneumoniae/pneumoniae/varicola]	0.0207422040
ref_mOTU_v2_0161	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. [C fluorescens/synxantha]	0.0000000000
ref_mOTU_v2_0162	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas chlororaphis [C]	0.0000000000
ref_mOTU_v2_0163	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium sp. [C diazoefficiens/japonicum]	0.0000000000
ref_mOTU_v2_0164	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia|s__Paraburkholderia mimosarum	0.0000000000
ref_mOTU_v2_0165	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. [C brassicacearum/fluorescens]	0.0000000000
ref_mOTU_v2_0166	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas brassicacearum	0.0000000000
ref_mOTU_v2_0167	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus ruminis	0.0000000000
ref_mOTU_v2_0168	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus taiwanensis	0.0000000000
ref_mOTU_v2_0169	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium ciceri [C]	0.0000000000
ref_mOTU_v2_0170	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium sp. [C L48C026A00/WSM2561]	0.0000000000
ref_mOTU_v2_0171	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium sp. [C WSM471/WSM1253/WSM1417/WSM4349]	0.0000000000
ref_mOTU_v2_0172	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. [C gallicum/leguminosarum]	0.0000000000
ref_mOTU_v2_0173	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum	0.0000000000
ref_mOTU_v2_0174	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum	0.0000000000
ref_mOTU_v2_0175	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium leguminosarum	0.0000000000
ref_mOTU_v2_0176	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium|s__Sinorhizobium medicae	0.0000000000
ref_mOTU_v2_0177	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobiaceae gen. [C Ensifer/Sinorhizobium]|s__Rhizobiaceae gen. [C Ensifer sp./Sinorhizobium meliloti]	0.0000000000
ref_mOTU_v2_0178	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium sp. [C colombiense/tuberculosis]	0.0000000000
ref_mOTU_v2_0179	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Brevibacillus|s__Brevibacillus laterosporus	0.0000000000
ref_mOTU_v2_0180	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Rhizobium|s__Rhizobium sp. [C 42MFCr.1/IBUN]	0.0000000000
ref_mOTU_v2_0181	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus delbrueckii	0.0000000000
ref_mOTU_v2_0182	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus lactis	0.0000000000
ref_mOTU_v2_0183	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium animalis	0.0000000000
ref_mOTU_v2_0184	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae|g__Brachyspira|s__Brachyspira pilosicoli	0.0000000000
ref_mOTU_v2_0185	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0.0000000000
ref_mOTU_v2_0186	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas putida	0.0000000000
ref_mOTU_v2_0187	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas sp. [C monteilii/plecoglossicida/putida]	0.0000000000
ref_mOTU_v2_0188	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Cupriavidus|s__Cupriavidus necator [C]	0.0000000000
ref_mOTU_v2_0189	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Oenococcus|s__Oenococcus kitaharae	0.0000000000
ref_mOTU_v2_0190	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminiclostridium|s__[Clostridium] clariflavum	0.0000000000
ref_mOTU_v2_0191	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella koreensis	0.0000000000
ref_mOTU_v2_0192	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter cloacae [C]	0.0000000000
ref_mOTU_v2_0193	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter sp. [C malonaticus/sakazakii/turicensis/universalis]	0.0000000000
ref_mOTU_v2_0194	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas sp. [C Ant20/FUKUSWIS1]	0.0000000000
ref_mOTU_v2_0195	k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia psittaci	0.0000000000
ref_mOTU_v2_0196	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus mali	0.0000000000
ref_mOTU_v2_0197	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. [C johnsonii/lwoffii]	0.0000000000
ref_mOTU_v2_0198	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus vestibularis	0.0000000000
ref_mOTU_v2_0199	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus salivarius [C]	0.0000000000
ref_mOTU_v2_0200	k__Archaea|p__Nanoarchaeota|c__Nanoarchaeota class incertae sedis|o__Nanoarchaeota order incertae sedis|f__Nanoarchaeota fam. incertae sedis|g__Nanoarchaeota gen. incertae sedis|s__Nanoarchaeota archaeon SCGC AAA011-L22	0.0000000000
ref_mOTU_v2_0201	k__Bacteria|p__candidatus Cloacimonetes|c__candidatus Cloacimonetes class incertae sedes|o__candidatus Cloacimonetes order incertae sedes|f__candidatus Cloacimonetes fam. incertae sedes|g__candidatus Cloacimonetes gen. incertae sedes|s__Cloacimonetes bacterium SCGC AAA252-I11	0.0000000000
ref_mOTU_v2_0202	k__Bacteria|p__candidatus Hydrogenedentes|c__candidatus Hydrogenedentes class incertae sedis|o__candidatus Hydrogenedentes order incertae sedis|f__candidatus Hydrogenedentes fam. incertae sedis|g__candidatus Hydrogenedentes gen. incertae sedis|s__Hydrogenedentes bacterium JGI 0000077-O16	0.0000000000
ref_mOTU_v2_0203	k__Bacteria|p__candidatus Aminicenantes|c__candidatus Aminicenantes class incertae sedis|o__candidatus Aminicenantes order incertae sedis|f__candidatus Aminicenantes fam. incertae sedis|g__candidatus Aminicenantes gen. incertae sedis|s__Aminicenantes bacterium SCGC AAA252-F08	0.0000000000
ref_mOTU_v2_0204	k__Bacteria|p__candidatus Atribacteria|c__candidatus Atribacteria class incertae sedis|o__candidatus Atribacteria order incertae sedis|f__candidatus Atribacteria fam. incertae sedis|g__candidatus Atribacteria gen. incertae sedis|s__Atribacteria bacterium SCGC AAA252-M02	0.0000000000
ref_mOTU_v2_0205	k__Bacteria|p__candidatus Marinimicrobia|c__candidatus Marinimicrobia class incertae sedis|o__candidatus Marinimicrobia order incertae sedis|f__candidatus Marinimicrobia fam. incertae sedis|g__candidatus Marinimicrobia gen. incertae sedis|s__Marinimicrobia bacterium JGI 0000039-D08	0.0000000000
ref_mOTU_v2_0206	k__Bacteria|p__candidatus Cloacimonetes|c__candidatus Cloacimonetes class incertae sedes|o__candidatus Cloacimonetes order incertae sedes|f__candidatus Cloacimonetes fam. incertae sedes|g__candidatus Cloacimonetes gen. incertae sedes|s__Cloacimonetes bacterium JGI 0000039-G13	0.0000000000
ref_mOTU_v2_0207	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Geobacillus|s__Geobacillus sp. [C kaustophilus/thermocatenulatus/thermoleovorans]	0.0000000000
ref_mOTU_v2_0208	k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Leptospirillum|s__Leptospirillum ferriphilum [C]	0.0000000000
ref_mOTU_v2_0209	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Gammaproteobacteria order incertae sedis|f__Gammaproteobacteria fam. incertae sedis|g__Gammaproteobacteria gen. incertae sedis|s__endosymbiont of Riftia pachyptila	0.0000000000
ref_mOTU_v2_0210	k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma|s__Mycoplasma iowae	0.0000000000
ref_mOTU_v2_0211	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira borgpetersenii	0.0000000000
ref_mOTU_v2_0212	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira sp. [C kirschneri/santarosai]	0.0000000000
ref_mOTU_v2_0213	k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Leptospirales|f__Leptospiraceae|g__Leptospira|s__Leptospira licerasiae	0.0000000000
ref_mOTU_v2_0214	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Salinispora|s__Salinispora tropica	0.0000000000
ref_mOTU_v2_0215	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micromonosporales|f__Micromonosporaceae|g__Salinispora|s__Salinispora pacifica	0.0000000000
ref_mOTU_v2_0216	k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia psittaci	0.0000000000
ref_mOTU_v2_0217	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus peoriae [C]	0.0000000000
ref_mOTU_v2_0218	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus equi	0.0000000000
ref_mOTU_v2_0219	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus thermophilus	0.0000000000
ref_mOTU_v2_0220	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus mojavensis	0.0000000000
ref_mOTU_v2_0221	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Sporosarcina|s__Sporosarcina pasteurii [C]	0.0000000000
ref_mOTU_v2_0222	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus tequilensis	0.0000000000
ref_mOTU_v2_0223	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales Family XVII. Incertae Sedis|g__Sulfobacillus|s__Sulfobacillus acidophilus	0.0000000000
ref_mOTU_v2_0224	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio splendidus [C]	0.0000000000
ref_mOTU_v2_0225	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio tubiashii	0.0000000000
ref_mOTU_v2_0226	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus sp. [C casei/paracasei]	0.0000000000
ref_mOTU_v2_0227	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus fascians [C]	0.0000000000
ref_mOTU_v2_0228	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria weaveri	0.0000000000
ref_mOTU_v2_0229	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus fascians [C]	0.0000000000
ref_mOTU_v2_0230	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Granulibacter|s__Granulibacter bethesdensis	0.0000000000
ref_mOTU_v2_0231	k__Archaea|p__Crenarchaeota|c__Crenarchaeota class incertae sedis [YNPFFA]|o__Crenarchaeota order incertae sedis [YNPFFA]|f__Crenarchaeota fam. incertae sedis [YNPFFA]|g__Crenarchaeota gen. incertae sedis [YNPFFA]|s__Crenarchaeota archaeon SCGC AAA471-B05	0.0000000000
ref_mOTU_v2_0232	k__Bacteria|p__candidatus Calescamantes|c__candidatus Calescamantes class incertae sedis|o__candidatus Calescamantes order incertae sedis|f__candidatus Calescamantes fam. incertae sedis|g__candidatus Calescamantes gen. incertae sedis|s__Calescamantes bacterium SCGC AAA471-M6	0.0000000000
ref_mOTU_v2_0233	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. [C anthracis/cereus/subtilis/thuringiensis/weihenstephanensis]	0.0000000000
ref_mOTU_v2_0234	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. [C cereus/mycoides/thuringiensis/toyonensis/weihenstephanensis]	0.0000000000
ref_mOTU_v2_0235	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus sp. [C cereus/mycoides/pseudomycoides]	0.0000000000
ref_mOTU_v2_0237	k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus maripaludis	0.0000000000
ref_mOTU_v2_0238	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus|s__Streptacidiphilus sp. [C anmyonensis/melanogenes/neutrinimicus]	0.0000000000
ref_mOTU_v2_0239	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus|s__Streptacidiphilus carbonis	0.0000000000
ref_mOTU_v2_0240	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus|s__Streptacidiphilus jeojiense	0.0000000000
ref_mOTU_v2_0241	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptacidiphilus|s__Streptacidiphilus albus	0.0000000000
ref_mOTU_v2_0242	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. [C bottropensis/scabiei]	0.0000000000
ref_mOTU_v2_0243	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. [C californicus/floridae/puniceus/purpeochromogenes/vinaceus]	0.0000000000
ref_mOTU_v2_0244	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. [C anulatus/filamentosus/globisporus/griseus/mediolani]	0.0000000000
ref_mOTU_v2_0245	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces sp. [C alboviridis/cyaneofuscatus/fulvissimus]	0.0000000000
ref_mOTU_v2_0246	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter sp. [C CAL618/TB 23]	0.0000000000
ref_mOTU_v2_0247	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. [C TB47/TB67]	0.0000000000
ref_mOTU_v2_0248	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter sp. TB15	0.0000000000
ref_mOTU_v2_0249	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter|s__Teredinibacter turnerae	0.0000000000
ref_mOTU_v2_0250	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter|s__Teredinibacter turnerae	0.0000000000
ref_mOTU_v2_0251	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Frankiales|f__Frankiaceae|g__Frankia|s__Frankia sp. [C Allo2/BMG5.23/CcI3/CcI6/CeD]	0.0000000000
ref_mOTU_v2_0252	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera elsdenii	0.0000000000
ref_mOTU_v2_0253	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum brasilense	0.0000000000
ref_mOTU_v2_0254	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter bereziniae [C]	0.0000000000
ref_mOTU_v2_0255	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. [C guillouiae/lwoffii]	0.0000000000
ref_mOTU_v2_0256	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter seifertii [C]	0.0000000000
ref_mOTU_v2_0257	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter sp. [C baumannii/nosocomialis]	0.0000000000
ref_mOTU_v2_0258	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Pseudonocardiales|f__Pseudonocardiaceae|g__Amycolatopsis|s__Amycolatopsis sp. [C methanolica/thermoflava]	0.0000000000
ref_mOTU_v2_0259	k__Archaea|p__Euryarchaeota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halomicrobium|s__Halomicrobium sp. [C katesii/mukohataei]	0.0000000000
ref_mOTU_v2_0260	k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus villosus	0.0000000000
ref_mOTU_v2_0261	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sp. [C equinus/infantarius/lutetiensis]	0.0000000000
ref_mOTU_v2_0262	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria meningitidis	0.0000000000
ref_mOTU_v2_0263	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes|s__Alcaligenes faecalis [C]	0.0000000000
